id,title,category,subcategory,subsubcategory,description,difficulty,tags
547d91d9-4d9a-4c06-8f52-a589bfd66fae,"Benchmark CMake/Ninja: lld vs ld.bfd, LTO, ftime-trace",Build & Dependency Management,Build Optimization & Performance,Build Profiling & Benchmarking,"Benchmark a CMake/Ninja C++ project across linkers (ld.bfd vs lld) and with/without LTO, capturing compile vs link phase durations and Clang -ftime-trace to identify the five slowest translation units. Produce a JSON report comparing full and incremental rebuild times (after touching a common header) and recommend the fastest configuration.",,
1a51ef9e-c5ff-4404-8d22-acb9a6e93767,Benchmark CMake/Ninja Builds with -ftime-trace; Enable ccache/PCH,Build & Dependency Management,Build Optimization & Performance,Build Profiling & Benchmarking,"Instrument a provided CMake/Ninja C++ project with clang’s -ftime-trace and Ninja -d stats to profile cold and incremental builds, reporting the slowest translation units and link steps. Enable ccache and a precompiled header via CMake, then re-benchmark and output a before/after summary of total build time, parallelism, and cache hit rates.",,
52884334-2cb5-43cc-9f71-1ef5a3d68107,Configure and Verify Bazel Remote Cache with bazel-remote,Build & Dependency Management,Build Optimization & Performance,Incremental Builds & Caching,"Configure a Bazel workspace to use a local HTTP remote cache (bazel-remote) persisted under /cache, build a mixed C++/Java project to prime the cache, then simulate a fresh checkout and rebuild. Verify the second build achieves >95% remote cache hits with no compile actions executed, based on Bazel’s build event summary.",,
0cb8dbf4-cb11-4ed6-a212-325fd5d97ba5,Configure sccache-backed Incremental Rust Workspace Builds with Metrics,Build & Dependency Management,Build Optimization & Performance,Incremental Builds & Caching,"Configure sccache for a Rust workspace and wire cargo to use it with rustc, enabling incremental compilation with a shared on-disk cache. Build twice across two clean worktrees, then modify a single crate to demonstrate minimal rebuilds and record timings plus sccache hit/miss stats to /app/metrics.json.",,
d24c17f0-b523-4201-9aa8-6607e663f198,Repair CMake Shared Library SONAME and Versioned Exports,Build & Dependency Management,Build Troubleshooting & Repair,Build Output Validation,Repair a CMake-based C shared library that leaks internal symbols and lacks proper SONAME/versioning by enforcing hidden visibility and a GNU ld version script. Validate that the built lib has SONAME libfoo.so.1 and exports only the intended API symbols under version FOO_1.0 (checked via nm/readelf) and that a minimal client links and runs successfully.,,
302565c6-1518-4598-8b25-959449e038a6,Repair CMake Build: libvector.so.3 Exports and SONAME,Build & Dependency Management,Build Troubleshooting & Repair,Build Output Validation,"Repair a CMake-based build so the produced shared library is libvector.so.3 with an exact exported symbol set matching /app/exports.txt, no undefined symbols, no RUNPATH/RPATH, and the correct SONAME. Validate by diffing nm -D --defined-only against the reference, checking readelf -d for SONAME/RPATH, and building a tiny client that links dynamically and prints a known checksum to confirm ABI correctness.",,
6ab71fa9-3c39-4264-b360-1ea25465615a,"Fix CMake libimagelib PIC, Visibility, SONAME Symlinks",Build & Dependency Management,Build Troubleshooting & Repair,Build Output Validation,"Repair a failing CMake build of a versioned shared library (libimagelib) by fixing PIC/visibility flags and defining a proper SONAME and symlink chain. Validate by ensuring libimagelib.so.2 resolves via ldd, nm -D exposes only intended symbols, a tiny consumer links and runs, and a sample transform output matches an expected SHA256.",,
c740044a-9fea-437c-a79b-4cba343a4e0c,Fix CMake Shared Library Linking for PIC/OpenMP/Filesystem/RPATH,Build & Dependency Management,Build Troubleshooting & Repair,Compiler & Linker Errors,"Repair a CMake-based C++17 project that fails to link a shared library due to non-PIC static dependencies and missing OpenMP/filesystem linkage. Rebuild static libs with -fPIC (or use shared), enable OpenMP via CMake and conditionally link stdc++fs for older GCC, set $ORIGIN rpath, and validate by running a threaded test that dlopens the library.",,
55eb2da0-d05c-47e8-afe7-a3999b231e8e,"Fix JNI Build with jni.h, PIC, libjvm RPATH",Build & Dependency Management,Build Troubleshooting & Repair,Compiler & Linker Errors,"Repair a failing JNI native library build by fixing missing jni.h includes, enabling position-independent code, and linking against the correct libjvm with proper RPATH in the build configuration. Verify by producing a loadable libnative.so that the provided Java class can load and call to print an expected message.",,
3ca94130-8b92-4f25-8017-eb0015e29ce6,Fix Meson SDL2 Detection with PKG_CONFIG_PATH and LD_LIBRARY_PATH,Build & Dependency Management,Build Troubleshooting & Repair,Configuration & Environment Issues,"Diagnose and fix a Meson-based C project that fails to detect SDL2 because it is installed under a non-standard prefix (/opt/sdl2). Configure environment variables (e.g., PKG_CONFIG_PATH and LD_LIBRARY_PATH) and, if needed, a Meson cross file so the project configures, builds, and the resulting binary links against /opt/sdl2 as verified by ldd.",,
ac20dff2-1cd9-458a-903c-7706dd3a20b7,Fix Rust openssl-sys/bindgen Build and Verify TLS,Build & Dependency Management,Build Troubleshooting & Repair,Configuration & Environment Issues,Diagnose and repair a Rust crate build that fails to compile openssl-sys and bindgen by installing the proper system tools and correctly setting PKG_CONFIG_PATH/OPENSSL_DIR and LIBCLANG_PATH/LD_LIBRARY_PATH so Cargo can find OpenSSL and libclang. Verify by building in release mode and running a provided HTTPS client example to confirm TLS works end-to-end.,,
58b4b54c-32e1-49f0-925a-93fd3a1d008a,Fix protoc/libprotobuf Mismatch in CMake Build,Build & Dependency Management,Build Troubleshooting & Repair,Dependency & Compatibility Issues,"Diagnose a CMake C++ project that fails to build and link because the protoc used for code generation does not match the installed libprotobuf runtime version. Install or build a matching protobuf toolchain, update PATH and CMAKE_PREFIX_PATH so generation and linking use the same version, then rebuild to produce a binary that runs and prints a provided test message.",,
6c516e46-8264-4ce9-b469-3b90d890e67e,Fix Cargo OpenSSL 3/1.1 Mismatch via Cargo.toml,Build & Dependency Management,Build Troubleshooting & Repair,Dependency & Compatibility Issues,"Diagnose a Rust Cargo build failing on Linux due to an OpenSSL headers/library version mismatch (openssl-sys expecting OpenSSL 3 while the OS provides 1.1). Resolve by only modifying Cargo.toml (pin compatible crate versions or enable the vendored OpenSSL feature) and installing minimal build tools so cargo build --release succeeds and the produced binary runs and prints ""TLS: OK"".",,
91bab3c5-b257-41cf-82d2-16024239856e,"Fix sharp Build: Align Node ABI, Install libvips",Build & Dependency Management,Build Troubleshooting & Repair,Dependency & Compatibility Issues,Diagnose and repair a Node.js project failing to build because the sharp native addon is incompatible with the installed Node.js version and the required libvips system libraries are missing. Align the Node/ABI and dependency versions (or rebuild sharp from source) and install the OS-level libraries so npm install completes and the test suite passes.,,
ef97f6d0-15e0-48df-9ea3-af07d2d0c965,Build Go Multi-Arch Signed Release Pipeline with SBOM,Build & Dependency Management,Continuous Integration & Automation,Artifact Publishing & Deployment,"Create a CI-style release pipeline that cross-compiles a Go CLI for linux/amd64 and linux/arm64, packages deterministic tarballs with embedded build metadata, generates SBOM and checksums, signs the artifacts, and publishes them to a local “release” store; verify by installing from that store and validating the signature.",,
d004bf1a-696f-4bb1-a2d9-f894daf0d652,Build .deb and Publish Signed HTTP APT Repository,Build & Dependency Management,Continuous Integration & Automation,Artifact Publishing & Deployment,"Package a small CLI tool as a Debian .deb and publish it to a locally hosted APT repository served over HTTP. Generate and sign repository metadata, add the repo to sources.list, install the package via apt by name, and verify the installed binary runs.",,
d01a7519-dcc0-43bb-a65e-4074b940ba11,Implement Hermetic Go Reproducible Build Verifier,Build & Dependency Management,Continuous Integration & Automation,Build Verification & Reproducibility,"Create a hermetic CI-style script that builds a provided Go CLI twice in separate directories with different GOPATHs, using -trimpath, -buildvcs=false, and SOURCE_DATE_EPOCH to eliminate path and timestamp leakage, then asserts identical SHA-256 hashes of the binaries. On success, emit a brief reproducibility report and a minimal provenance JSON; on failure, output a targeted diff (e.g., cmp/strings) to highlight remaining non-determinism.",,
89a3682b-5a04-4ffb-985b-3f58e545e0c7,Configure GitHub Actions Reproducible Rust Releases with SBOM,Build & Dependency Management,Continuous Integration & Automation,CI Configuration & Maintenance,"Configure a GitHub Actions workflow that builds and tests a Rust project in a matrix (Linux and macOS) with sccache and dependency caching, then on tags performs two clean release builds and asserts the binaries are bit-for-bit identical before uploading them as artifacts. The pipeline must also generate and upload an SBOM for each artifact and fail if reproducibility or SBOM generation checks fail.",,
acbbbb45-f549-44d6-9a72-46f4e39283d2,"Harden SHA-Pinned, ccache-Enabled GitHub Actions CMake CI",Build & Dependency Management,Continuous Integration & Automation,CI Configuration & Maintenance,"Fix and harden a GitHub Actions workflow for a CMake-based C project by pinning actions to SHAs, enabling ccache with cache restore/save across a gcc/clang matrix, and splitting build/test/release with minimal permissions and concurrency cancellation. Validate locally with act that pushes run build+test across the matrix and that tagging v* produces an uploaded release artifact.",,
b200346c-e6fc-4d49-9949-7ab77fac3f00,Resolve Yarn v3 PnP PeerDependency Conflicts for React/Webpack/ESLint,Build & Dependency Management,Dependency Management,Dependency Installation & Version Control,"Resolve peerDependency conflicts in a Yarn v3 Plug'n'Play monorepo by using resolutions and packageExtensions to align versions of React, Webpack loaders, and ESLint plugins. Produce a reproducible install (yarn.lock) and verify the workspace builds and lints successfully under Node 20.",,
6a07d759-30bc-4395-b9a2-7de5f67f9049,Resolve native-tls/rustls and OpenSSL Cargo Conflicts,Build & Dependency Management,Dependency Management,Dependency Resolution & Conflict Fixing,"Diagnose and fix a Rust project’s build failure caused by a dependency tree pulling in both native-tls (openssl-sys) and rustls while the host OpenSSL version is incompatible. Align Cargo features and versions (e.g., select rustls-tls, enable vendored OpenSSL, or install the correct libssl-dev) so cargo build and the test suite complete successfully.",,
415de7ad-9949-4882-a4b6-b21b0197f6ac,Resolve Cargo Workspace Serde/serde_json Version-Feature Conflicts,Build & Dependency Management,Dependency Management,Dependency Resolution & Conflict Fixing,"In a Rust Cargo workspace, diagnose and resolve a build failure caused by conflicting serde/serde_json versions and incompatible feature requirements across multiple member crates and a pinned transitive dependency. Modify only Cargo.toml constraints (workspace dependency versions, [patch.crates-io], and feature flags) so that cargo build completes without changing source code or removing dependencies.",,
c24cdce5-7f82-4449-8918-53a0a402ddd7,Resolve Cargo reqwest/tokio openssl-sys Version Conflicts,Build & Dependency Management,Dependency Management,Dependency Resolution & Conflict Fixing,"Resolve a Rust Cargo workspace that fails to compile due to transitive version/feature conflicts between reqwest, openssl-sys, and tokio plus a system OpenSSL 1.1 vs 3.0 mismatch. Pin compatible crate versions, adjust features and Cargo patches, configure pkg-config to link the intended OpenSSL, vendor dependencies for offline build, and validate by building and running a CLI that performs an HTTPS request.",,
2db2d3ba-ed01-45d4-9a16-d0d4170b247d,"Pin Rust Workspace Dependencies, Regenerate Deterministic Cargo.lock",Build & Dependency Management,Dependency Management,Lockfile & Manifest Maintenance,"In a Rust workspace with crates using branch-based git and wildcard semver dependencies, pin each to exact versions and commit SHAs in Cargo.toml and regenerate a deterministic Cargo.lock. Verify reproducibility by building with cargo build --frozen in a clean state, ensuring no yanked or platform-specific mismatches remain in the lockfile.",,
b2086247-1990-4dbe-baff-69682324c773,Align PeerDependencies and Regenerate Yarn v3 Workspaces Lockfile,Build & Dependency Management,Dependency Management,Lockfile & Manifest Maintenance,Resolve peerDependency conflicts in a Yarn v3 workspaces monorepo by aligning manifest ranges and regenerating a deterministic yarn.lock with Corepack enabled so yarn install --immutable succeeds on Linux. Prove reproducibility by performing two clean installs that yield identical resolved versions and an unchanged install-state file.,,
a71eb1f6-ef8a-4aed-a908-73c7e9743ce0,Configure Bit-for-Bit Reproducible CMake C Builds,Build & Dependency Management,Language & Ecosystem-Specific Build Management,C/C++ & Systems Builds,"Configure a CMake-based C project to produce bit-for-bit reproducible builds by enabling deterministic archives and stripping build paths (e.g., SOURCE_DATE_EPOCH, ar D, -ffile-prefix-map/-fdebug-prefix-map) with split DWARF. Build twice in different directories and verify identical SHA-256 digests while ensuring no absolute build paths remain in the binary.",,
c75d663b-a8a7-45cb-abeb-61b44a63c008,Build CMake Superbuild via ExternalProject_Add zlib/libpng with SONAME/RUNPATH,Build & Dependency Management,Language & Ecosystem-Specific Build Management,C/C++ & Systems Builds,Create a CMake superbuild that compiles vendored zlib and libpng via ExternalProject_Add and then builds a C++ CLI (pngdim) that links them. Ensure correct SONAME and RUNPATH so the produced binary runs in the sandbox and transforms a provided PNG to /app/out.png with an expected SHA256.,,
39716413-7d88-4e24-b6d5-6b5e72ea2bba,"Refactor C Library: CMake Config, pkg-config; Verify SONAME/RPATH",Build & Dependency Management,Language & Ecosystem-Specific Build Management,C/C++ & Systems Builds,"Refactor a small C library to use modern CMake, installing both shared and static variants along with a FooConfig.cmake export and a pkg-config foo.pc that correctly express include and link interfaces. Build a separate consumer in a clean environment using find_package(Foo CONFIG) and pkg-config, run it to generate /app/out.txt, and verify correct SONAME and RPATH on the linked binary.",,
4f8bba66-220c-409c-bc32-faacbc258a09,Configure Reproducible Offline Gradle KTS JDK17 Shaded JAR,Build & Dependency Management,Language & Ecosystem-Specific Build Management,Java & JVM-Based Builds,"Configure a multi-module Gradle (Kotlin DSL) Java/Kotlin project to build offline against a pre-seeded local Maven repository, enable dependency locking and verification, and produce a deterministic shaded fat JAR targeting JDK 17. Verify by building twice with the same SOURCE_DATE_EPOCH to obtain identical SHA256 sums and by running the JAR to print its git-derived version.",,
7be18455-a5ce-4020-aa35-3f6359ca35cb,Resolve Multi-Module Maven Guava/Jackson Conflicts via dependencyManagement,Build & Dependency Management,Build Troubleshooting & Repair,Dependency & Compatibility Issues,"Diagnose and repair a multi-module Maven project failing with conflicting Guava and Jackson versions: introduce a dependencyManagement section to unify versions, exclude outdated transitive dependencies, regenerate the effective POM, and verify a clean mvn compile in both online and offline modes.",,
8f891fee-624c-4427-abcd-3d369379dbb9,Configure Maven Toolchains for JDK8/17 Java/Kotlin Shaded CLI,Build & Dependency Management,Language & Ecosystem-Specific Build Management,Java & JVM-Based Builds,"Configure and build a mixed-language (Java + Kotlin) multi-module Maven project using toolchains to compile one legacy module with JDK 8 and the rest with JDK 17, wiring Lombok and MapStruct as annotation processors on the correct processor path. Produce a deterministic, shaded CLI artifact with relocated dependencies and attached sources/javadoc, publish to the local Maven repository, and verify by building and running a tiny consumer project that imports the library and executes the CLI.",,
5c787f25-48b7-4c85-8bef-ef7732e9c381,Implement PEP 517 Cython sdist/wheel with Vendored C,Build & Dependency Management,Language & Ecosystem-Specific Build Management,Python Builds & Packaging,"Refactor a Cython-based Python project to a PEP 517 build with setuptools, ensuring generated C sources are included in the sdist so pip install from the sdist works without Cython present. Build reproducible sdist and wheel (respecting SOURCE_DATE_EPOCH), then verify in a clean virtualenv by installing only from the sdist and running the provided import/CLI smoke tests.",,
f2cf83db-0b98-4fda-9e4f-459895dc0631,Build Offline Cargo Workspace and Static MUSL Release,Build & Dependency Management,Language & Ecosystem-Specific Build Management,Rust/Go/Other Modern Toolchains,"Refactor a provided multi-crate Rust project into a Cargo workspace, vendor all dependencies with cargo vendor, and configure .cargo/config.toml so the project builds fully offline. Cross-compile a static x86_64-unknown-linux-musl release binary with feature ""cli"" (default-features=false) and verify by running cargo test --workspace and executing the binary to emit a deterministic SHA256.",,
c4519d89-2811-4dd8-b0e2-a19bff8b9bd1,Build Vendored Reproducible Static x86_64-musl Rust CLI with rustls,Build & Dependency Management,Language & Ecosystem-Specific Build Management,Rust/Go/Other Modern Toolchains,"Vendor all Cargo dependencies for the provided Rust CLI, switch TLS features from OpenSSL to rustls, and cross-compile a fully static x86_64-unknown-linux-musl binary in strict offline mode. Validate by proving no network access during build, ldd reports it is not a dynamic executable, and repeated builds with the same SOURCE_DATE_EPOCH produce identical SHA256 sums.",,
06beb7e4-7592-4fcf-a472-f7ccf68bd752,Implement Git-Aware Makefile for Branch-Specific Rust CLI Releases,Build & Dependency Management,Release Engineering & Version Control Integration,Branch-Based Build Rules,"Implement a Git-aware Makefile for a Rust CLI that enforces branch-specific builds: main produces a stripped LTO release with version from the latest tag and a sha256 checksums.txt; staging enables a telemetry-staging feature and adds an -rc suffix; feature/* appends +branch.sha and writes to /app/dist/feature, while release/* fails if Cargo.toml version doesn’t match the tag. The harness will check out different branches and verify artifact names, --version output, and the presence of checksums only on main.",,
7790614a-4402-41e5-b055-16d5bb7ae920,"Implement Git-Aware Branch Pipeline: Snapshot, Staging, Semver+SHA256 Artifacts",Build & Dependency Management,Release Engineering & Version Control Integration,Branch-Based Build Rules,"Implement a Git-aware build script that enforces branch-specific rules: feature/* runs tests only and emits a -SNAPSHOT artifact, staging builds produce debug binaries with embedded staging config, and main requires an annotated tag to create a stripped release tarball with semver from the tag and a SHA256 checksum in /app/dist. Validate by creating branches and tags and showing the correct artifacts and version strings are generated for each branch.",,
c1acc84f-be6b-42eb-b51a-fbfd7aa811c4,Implement Offline Git-Tag Signing and GPG/Minisign Verification Pipeline,Build & Dependency Management,Release Engineering & Version Control Integration,Signed & Verified Builds,"Create an offline release pipeline that signs a Git tag for a provided source tree, builds a normalized tar.gz and binary, and generates SHA256SUMS along with both GPG (.asc) and minisign signatures for the artifacts. Provide a verify.sh that validates the tag signature against a supplied public key, checks checksums and signatures, and confirms the binary’s embedded commit hash matches the signed tag.",,
3ce981d3-aea0-466b-80ea-6f8a31a743a2,Implement GPG-Signed Releases with SHA256SUMS and verify.sh,Build & Dependency Management,Release Engineering & Version Control Integration,Signed & Verified Builds,"Implement a release pipeline that signs the vX.Y.Z Git tag and a SHA256SUMS file with GPG, builds a binary embedding git describe/commit hash, and provides verify.sh to validate the tag signature, the embedded version against the tag, the checksum signature, and the artifact hashes. The task must detect and fail on any tampering with either artifacts or checksums.",,
cae93ac6-6b5c-4b85-91a4-fe0164a4b5cf,Implement POSIX SemVer Release Script from Conventional Commits,Build & Dependency Management,Release Engineering & Version Control Integration,Version Tagging & Release Automation,"Create a POSIX shell release script that parses Conventional Commits since the last tag to compute the next semantic version, updates a version file, generates/updates CHANGELOG.md, creates an annotated git tag, and pushes tags to a provided local bare remote. Validate by running the script twice on a seeded repo to produce v1.1.0 then v1.1.1 and confirm the tags, changelog sections, and versioned build artifact output match the computed versions.",,
29e0a374-7d5c-4c49-9b27-5e5781d97bfd,Implement Git SemVer Release Automation from Conventional Commits,Build & Dependency Management,Release Engineering & Version Control Integration,Version Tagging & Release Automation,"Create a portable release script that parses Conventional Commits since the last git tag to compute the next semver (major/minor/patch), updates a VERSION file and CHANGELOG.md, then creates an annotated tag (vX.Y.Z). On success, build the project to dist/, archive it as project-vX.Y.Z.tar.gz with SHA256SUMS, and refuse to run on a dirty tree while verifying the changelog covers exactly the tagged commit range.",,
